page,resource_type,author,url,sugya_id,title
26a,video,NotebookLM,https://youtu.be/vGpwct_7QLc,189,Temurah 26a: Syntax of Substitution
26a,video,NotebookLM,https://youtu.be/zobmJgdgGbo,190,Temurah 26a: Dual Designation Paradox
26a,video,NotebookLM,https://youtu.be/Jc46jX32yQ4,191,Temurah 26a: Logic of the First Word
26a,video,NotebookLM,https://youtu.be/o4C9OQzmc1c,192,Temurah 26a: Inherited Limitations
26a,video,NotebookLM,https://youtu.be/B9tHNqhH8Yg,193,Temurah 26a-26b: Shared Asset Paradox
26a,audio,Rabbi Aryeh Lebowitz,https://shiurim.yutorah.net/2019/1109/930213.MP3?redirect=download.yutorah.org,,
26b,video,NotebookLM,https://youtu.be/B9tHNqhH8Yg,193,Temurah 26a-26b: Shared Asset Paradox
26b,video,NotebookLM,https://youtu.be/5UaBUiyMMog,194,Temurah 26b: Dual Consecration
26b,video,NotebookLM,https://youtu.be/dA_CNYjm8BI,195,Temurah 26b: How Precise Words Trigger Sacred Substitution
26b,video,NotebookLM,https://youtu.be/ybeQi2VoiZU,196,Temurah 26b-27a: The Linguistics of Law
27a,video,NotebookLM,https://youtu.be/ybeQi2VoiZU,196,Temurah 26b-27a: The Linguistics of Law
27a,video,NotebookLM,https://youtu.be/SjyTaTgJ0SU,197,Temurah 27a: The Legal Stress-Test
27a,video,NotebookLM,https://youtu.be/xfwBhd90r-A,198,Temurah 27a: Testing the Presumption of Legal Intent
27a,video,NotebookLM,https://youtu.be/b2MuRrbqlAo,199,Temurah 27a-27b: Sacred Property Law
27a,audio,Rabbi Aryeh Lebowitz,https://shiurim.yutorah.net/2019/1109/930259.MP3?redirect=download.yutorah.org,,
27b,video,NotebookLM,https://youtu.be/b2MuRrbqlAo,199,Temurah 27a-27b: Sacred Property Law
27b,video,NotebookLM,https://youtu.be/iBdWINQGRhY,200,Temurah 27b: Valuation & Finality
27b,video,NotebookLM,https://youtu.be/yPVXhp-9-Cw,201,Temurah 27b: How One Word Changes a Sacrifice
27b,video,NotebookLM,https://youtu.be/7nSIRAC_DmM,202,Temurah 27b: Philosophy of Intent
27b,video,NotebookLM,https://youtu.be/zt5tlxyVU-g,203,Temurah 27b: Why Wrong-Gender Offerings Require a Blemish
28a,video,NotebookLM,https://youtu.be/rr7T98N1dtM,204,Temurah 28a: The Intermingled Mixture
28a,video,NotebookLM,https://youtu.be/nKLtxbOZ_Lw,205,Temurah 28a: The Logic of Redundancy
28a,video,NotebookLM,https://youtu.be/QVYd7FvL8Rg,206,Temurah 28a-28b: The Limits of Logic
28a,audio,Rabbi Aryeh Lebowitz,https://shiurim.yutorah.net/2019/1109/930309.MP3?redirect=download.yutorah.org,,
28b,video,NotebookLM,https://youtu.be/QVYd7FvL8Rg,206,Temurah 28a-28b: The Limits of Logic
28b,video,NotebookLM,https://youtu.be/fn0rQDja2ZQ,207,Temurah 28b: The Paradox of the Living and the Inanimate
28b,video,NotebookLM,https://youtu.be/WZm4Ng_2hY4,208,Temurah 28b: Why Ancient Law Needs Two Bans
28b,video,NotebookLM,https://youtu.be/HpG39DfywaA,209,Temurah 28b: Defects in Ancient Law
28b,video,NotebookLM,https://youtu.be/DTO3foEZMfg,210,Temurah 28b-29a: The Night of the Eight Exceptions
29a,video,NotebookLM,https://youtu.be/DTO3foEZMfg,210,Temurah 28b-29a: The Night of the Eight Exceptions
29a,video,NotebookLM,https://youtu.be/1WrRXWzRO-A,211,Temurah 29a: Safeguarding the Offering
29a,video,NotebookLM,https://youtu.be/vxENeh6gWgQ,212,Temurah 29a: The Set-Aside Animal
29a,video,NotebookLM,https://youtu.be/M5PCJi2iZNU,213,Temurah 29a: Altar vs. Dinner Table
29a,video,NotebookLM,https://youtu.be/xU4BDTMAs0k,214,Temurah 29a: How Illicit Fees Disqualify Sacrifices
29a,video,NotebookLM,https://youtu.be/5utC5dWzmno,215,Temurah 29a: Why Overpaying a Prohibited Fee Banning Everything
29a,video,NotebookLM,https://youtu.be/2VZ4gtvlXpU,216,Temurah 29a-29b: Prior Sacrifice Paradox
29a,audio,Rabbi Aryeh Lebowitz,https://shiurim.yutorah.net/2012/1109/773530.MP3?redirect=download.yutorah.org,,
29b,video,NotebookLM,https://youtu.be/2VZ4gtvlXpU,216,Temurah 29a-29b: Prior Sacrifice Paradox
29b,video,NotebookLM,https://youtu.be/tKF50FuTGAQ,217,Temurah 29b: How Verbal Consecration Creates a Legal Paradox
29b,video,NotebookLM,https://youtu.be/p0YJOB8o81o,218,Temurah 29b: Delayed Payments
29b,video,NotebookLM,https://youtu.be/jJPc44Lkjfo,219,Temurah 29b: The Inverted Harlot
29b,video,NotebookLM,https://youtu.be/YPL9kQ-uvmw,220,Temurah 29b: Prohibited Transactions
30a,video,NotebookLM,https://youtu.be/DDvQyTgyPsc,223,Temurah 30a: The Dual Prohibition Limit
30a,video,NotebookLM,https://youtu.be/ayrLyqwAgVo,224,Temurah 30a: The Law of Barter
30a,video,NotebookLM,https://youtu.be/WE4D1Q4nulU,225,Temurah 30a: The Valuation Paradox
30a,video,NotebookLM,https://youtu.be/5XJGnjqvYp4,226,Temurah 30a-30b: Bestiality Exception
30a,audio,Rabbi Aryeh Lebowitz,https://shiurim.yutorah.net/2019/1109/930356.MP3?redirect=download.yutorah.org,,
30b,video,NotebookLM,https://youtu.be/5XJGnjqvYp4,226,Temurah 30a-30b: Bestiality Exception
30b,video,NotebookLM,https://youtu.be/n0_yHA2_paU,227,Temurah 30b: Status of Offspring
30b,video,NotebookLM,https://youtu.be/y-IaYcRvIT0,228,Temurah 30b: Why Animal Girth Dictates Betrothal Laws
30b,video,NotebookLM,https://youtu.be/74OKk0qhVEI,229,Temurah 30b: Paradox of the Sanctuary
30b,video,NotebookLM,https://youtu.be/_U_kGRA9tzc,230,Temurah 30b: How Physical Change Resets Legal Status
30b,video,NotebookLM,https://youtu.be/pqyyORPybS0,231,Temurah 30b: How Geography Defines Temple Funding Bans
30b,video,NotebookLM,https://youtu.be/vr-sgULLeqQ,232,Temurah 30b: Sacred Property Paradox
30b,video,NotebookLM,https://youtu.be/n9MbDeEIMb0,233,Temurah 30b: Legal Timeline Matrix
30b,video,NotebookLM,https://youtu.be/g3KcCFmLmY0,234,Temurah 30b: How Timing Changes Altar Disqualification
31a,video,NotebookLM,https://youtu.be/WX3wcdgAGj0,235,Temurah 31a: Metaphysics of Cause
31a,video,NotebookLM,https://youtu.be/5g_SsIF0EqU,236,Temurah 31a: The Paradox of Life from Dust
31a,video,NotebookLM,https://youtu.be/RQK4dpBQNmU,237,Temurah 31a: Existential Dependence
31a,video,NotebookLM,https://youtu.be/z608BVshwYQ,238,Temurah 31a: Why Holy Meat Cannot Be Dog Feed
31a,video,NotebookLM,https://youtu.be/b07kaCLUzMs,239,Temurah 31a-31b: Ancient Sacred Property
31a,audio,Rabbi Aryeh Lebowitz,https://shiurim.yutorah.net/2019/1109/930423.MP3?redirect=download.yutorah.org,,
31b,video,NotebookLM,https://youtu.be/b07kaCLUzMs,239,Temurah 31a-31b: Ancient Sacred Property
31b,video,NotebookLM,https://youtu.be/SMu-Xzc-rpU,240,Temurah 31b: Transferred Status Limits
31b,video,NotebookLM,https://youtu.be/uhHtMtlnhIw,241,Temurah 31b: Sacred Assets: Temple Property
31b,video,NotebookLM,https://youtu.be/Q3LOOS6lsSY,242,Temurah 31b: Ambiguous Consecration
31b,video,NotebookLM,https://youtu.be/YoatgrfPuOs,243,Temurah 31b: Temple Consecration
31b,video,NotebookLM,https://youtu.be/el6DcgRfQbY,244,Temurah 31b: Consecrated Byproducts
32a,video,NotebookLM,https://youtu.be/T23lCC44X74,245,Temurah 32a: Boundaries of Sanctity
32a,video,NotebookLM,https://youtu.be/XpAQCfAXhC0,246,Temurah 32a-32b: The Double-Pledge Dilemma
32a,audio,Rabbi Aryeh Lebowitz,https://shiurim.yutorah.net/2019/1109/930469.MP3?redirect=download.yutorah.org,,
32b,video,NotebookLM,https://youtu.be/XpAQCfAXhC0,246,Temurah 32a-32b: The Double-Pledge Dilemma
32b,video,NotebookLM,https://youtu.be/gws4Zolg29Q,247,Temurah 32b: Jurisdictional Stress Test
32b,video,NotebookLM,https://youtu.be/9RUlSI9XZDQ,248,Temurah 32b-33a: The Rule of Standing
33a,video,NotebookLM,https://youtu.be/9RUlSI9XZDQ,248,Temurah 32b-33a: The Rule of Standing
33a,video,NotebookLM,https://youtu.be/TNDDijTpTI0,249,Temurah 33a: The Valuation Paradox
33a,video,NotebookLM,https://youtu.be/Dt3uJFieS5M,250,Temurah 33a: How a Legal Phrase Flips Its Own Meaning
33a,video,NotebookLM,https://youtu.be/6o6SKYFHGSY,251,Temurah 33a: The Burial Dispute
33a,video,NotebookLM,https://youtu.be/WeMjNteIU3E,252,Temurah 33a-33b: Post-Facto Redemption
33a,audio,Rabbi Aryeh Lebowitz,https://shiurim.yutorah.net/2019/1109/930584.MP3?redirect=download.yutorah.org,,
33b,video,NotebookLM,https://youtu.be/WeMjNteIU3E,252,Temurah 33a-33b: Post-Facto Redemption
33b,video,NotebookLM,https://youtu.be/7qidpb_7buo,253,Temurah 33b: Perfect Asset Paradox
33b,video,NotebookLM,https://youtu.be/BBr8oMrdy-c,254,Temurah 33b: Blemish Legal Paradoxes
33b,video,NotebookLM,https://youtu.be/LFPQtavPiH8,255,Temurah 33b-34a: The Rituals of Two Fates
34a,video,NotebookLM,https://youtu.be/LFPQtavPiH8,255,Temurah 33b-34a: The Rituals of Two Fates
34a,video,NotebookLM,https://youtu.be/m9iCtKtRbY8,256,Temurah 34a: The Thread That Doomed the Sack
34a,video,NotebookLM,https://youtu.be/dH072WF2mj0,257,Temurah 34a: The Rule of Exclusive Burning
34a,video,NotebookLM,https://youtu.be/KhHaHqSWPVI,258,Temurah 34a: How Physical State Dictates Crop Destruction
34a,video,NotebookLM,https://youtu.be/eQ4RvdliVyw,259,Temurah 34a: How the Temple Drain Disposed of Offerings
34a,video,NotebookLM,https://youtu.be/AsjJq7r2Qqk,260,Temurah 34a: Logic of Sacred Ashes
34a,audio,Rabbi Aryeh Lebowitz,https://shiurim.yutorah.net/2019/1109/930656.MP3?redirect=download.yutorah.org,,
